url,title,summary
https://www.nytimes.com/2000/04/21/business/russian-banks-hold-enigmas-within-mazes-us-tries-follow-path-suspected.html,Russian Banks Hold Enigmas Within Mazes; U.S. Tries to Follow Path Of Suspected Wrongdoing,"American prosecutors seek to untangle maze involving billions of dollars that slipped out of Russian banking industry from 1996 to 1999 in alleged tax-dodging and money-laundering scheme that resulted in some criminal charges, including those agai..."
https://www.nytimes.com/2016/07/28/nyregion/a-veteran-living-in-squalor-and-allegations-of-staggering-abuse.html,"A Veteran Living in Squalor, and Allegations of ‘Staggering’ Abuse","The authorities say David McLellan was exploited for years by another man at a motel in Orange County who posed as his caretaker, withheld food and stole thousands of dollars."
https://www.nytimes.com/2016/12/21/arts/design/prominent-antiquities-dealer-accused-of-selling-stolen-artifacts.html,Prominent Antiquities Dealer Accused of Selling Stolen Artifacts,Prosecutors say Nancy Weiner obtained millions of dollars in stolen artifacts from international smugglers and sold them illegally.
https://dealbook.nytimes.com/2007/03/29/regulators-seek-210-million-penalty-from-txu/,Regulators Seek $210 Million Penalty From TXU,"Texas state regulators are demanding $210 million in fines from the energy company TXU for allegedly manipulating the wholesale power market in 2005. It would mark the largest penalty ever proposed by the Texas Public Utility Commission’s staff. TXU, which is currently the subject of a $45 billion buyout proposal, called the accusations “flatly wrong” and said it planned to contest the findings. "
https://www.nytimes.com/2007/05/08/opinion/08tue3.html,Congress and the Student Loan Scam,Recent revelations have shown just how corrupt and costly the student loan business has become.
https://dealbook.blogs.nytimes.com/2009/06/29/blogs/29dealbook-white-co81381.html,White-Collar Jail Terms: Who Got What,"As Bernard L. Madoff, the confessed Ponzi schemer, prepares to learn his sentence today, DealBook takes a graphical look at of some of the longest prison terms for financial fraud."
https://dealbook.nytimes.com/2009/10/30/madoffs-accountant-to-plead-guilty/,Madoff’s Accountant To Plead Guilty,Federal prosecutors indicated Friday that Bernard L. Madoff’s longtime auditor is expected to plead guilty next week and has agreed to cooperate with investigators.
https://www.nytimes.com/2015/09/11/nyregion/3-men-laundered-cartels-money-us-says.html,"3 Men Laundered Over $5 Billion for Drug Cartels, U.S. Says","Using the Chinese counterfeit market, a group of Colombians “provided the lifeline for drug cartels to operate and push illegal drugs into the United States,” the Drug Enforcement Administration said."
https://www.nytimes.com/2013/12/17/world/asia/india-ex-official-released-on-bail.html,India: Ex-Official Released on Bail,"Lalu Prasad, a once-powerful political leader from northern India, emerged from jail on Monday after spending more than two months behind bars on corruption charges."
https://dealbook.nytimes.com/2013/05/15/chinese-couple-settle-s-e-c-fraud-case/,Couple Settle Fraud Case Involving Chinese Company,The S.E.C. said Zou Dejun and Qiu Jianping of Rino International used money from a stock offering to buy a California home.
https://www.nytimes.com/2006/07/27/business/worldbusiness/27bank.html,Probation in Money-Laundering Case,A former executive at the Bank of New York and her husband admitted conspiring to use the bank to launder more than $7 billion from Russia.
https://www.nytimes.com/2012/01/17/technology/koobface-gang-that-used-facebook-to-spread-worm-operates-in-the-open.html,Web Gang Operating in the Open,"The Koobface gang, a Russian-based group, has grown wealthy by apparently spreading a computer worm on Facebook and other social networks and cashing in on various schemes."
https://www.nytimes.com/2002/12/06/nyregion/metro-briefing-new-york-manhattan-legal-impersonator-sentenced.html,Metro Briefing | New York: Manhattan: Legal Impersonator Sentenced,"Jonathan David Ghertler, who impersonated law partners in six major law firms in New York, Washington, San Francisco and Baltimore, is sentenced to just under six years in prison and ordered to pay restitution of over $200,000 to law firms he defr..."
/business/india-business/banks-will-have-to-reclassify-loans-given-to-hdil-as-fraud/articleshow/71470282.cms,Banks will have to reclassify loans given to HDIL as fraud,"Real estate developer HDIL is currently in default to various banks and has been admitted for proceedings under the Insolvency and Bankruptcy Code. The company has been trying to come out of the process and had paid Rs 98 crore to Bank of India, which was incidentally raised from the Punjab and Maharashtra Cooperative (PMC) Bank."
https://www.nytimes.com/2001/11/01/world/world-briefing-asia-indonesia-ex-military-chief-interrogated.html,World Briefing | Asia: Indonesia: Ex-Military Chief Interrogated,Former Indonesian military chief Gen Wiranto is questioned by prosecutors about $5.3 million that was siphoned out of state planning agency in 1999; he says he had taken a share of money 'to secure democracy' during independence vote in East Timor...
https://www.nytimes.com/2010/02/10/nyregion/10seabrook.html,Councilman Charged With Money Laundering,"Larry B. Seabrook was accused of diverting city money to himself, family and friends using closely controlled nonprofit groups."
https://www.nytimes.com/2000/06/15/business/us-says-mobsters-joined-stock-fraud.html,U.S. Says Mobsters Joined Stock Fraud,"Prosecutors have charged dozens of people with using stock manipulation, fraud and violence to steal from thousands of investors nationwide in a scheme that federal authorities are calling one of organized crime's most aggressive forays into the stock market."
https://www.nytimes.com/2003/06/13/nyregion/electrical-contractor-admits-that-it-defrauded-the-mta.html,Electrical Contractor Admits That It Defrauded the M.T.A.,Guilty pleas unsealed in Manhattan Criminal Court show that I-Lite Electric defrauded MTA of more than $2 million by submitting fake invoices; veteran MTA executives Howard Weissman and subordinate were dismissed last year; company will pay restit...
https://www.nytimes.com/2020/01/08/health/christian-health-insurance-subpoena.html,New York State Investigates Christian Health Cost-Sharing Affiliate,Subpoenas have been issued to a company that solicits memberships for a health insurance alternative that offers no guarantees for covering medical bills.
https://www.nytimes.com/2006/05/01/nyregion/01garifuna.html,Benefactor of Group of Caribbean Immigrants Is Accused of Defrauding Them,There is confusion and anger among the Garifuna people after a woman who claimed to be their advocate was arrested and accused of defrauding the immigrants.
https://www.nytimes.com/2017/06/19/nyregion/art-forger-is-accused-of-selling-fake-prints-again.html,Art Forger Is Accused of Selling Fake Prints. Again.,"Vincent Lopreto, who went to prison for a forgery scheme, started selling fake Damien Hirst prints just 15 days after being released, the authorities said."
https://www.nytimes.com/2020/05/29/us/politics/devos-trump-student-loan-rules.html,"Over Veterans’ Protests, Trump Vetoes Measure to Block Student Loan Rules","President Trump sided with Education Secretary Betsy DeVos over veterans’ groups, vetoing a measure that would have blocked new regulations that tighten access to student loan forgiveness."
https://www.nytimes.com/2001/04/13/business/global-conspiracy-on-construction-bids-defrauded-us.html,Global Conspiracy on Construction Bids Defrauded U.S.,Government officials and court documents indicate that group of international construction companies defrauded American government out of tens of millions of dollars earmarked for Egyptian water projects undertaken as part of Camp David peace acco...
https://www.nytimes.com/2017/09/22/business/sec-rules-cyber-security.html,S.E.C. Rules to Protect Investors From Cyberthreats Fall Short,"Requiring exchanges to strengthen security systems was wise. In light of recent breaches, excluding big trading firms from the rule looks risky."
https://dealbook.nytimes.com/2009/11/03/former-broker-pleads-guilty-in-ponzi-case/,Ex-Broker Pleads Guilty in Dreier Ponzi Case,"A former broker pleaded guilty on Monday to criminal charges of helping Marc S. Dreier, the Ponzi scheme operator, defraud hedge funds by selling millions of dollars of fictitious debt."
https://newoldage.blogs.nytimes.com/2013/12/06/tracking-a-thief-once-you-know-there-is-one/,"Tracking a Thief, Once You Know There Is One",Financial elder abuse statistics are not easy to pin down. It can also sometimes be hard to recognize that there is a problem.
https://www.nytimes.com/2020/02/29/world/europe/ireland-housing-politics-sinn-fein.html,The Driving Force in Irish Politics? Finding a Decent Place to Live,"A severe housing crisis has made life unbearable for many young people, who turned in droves to the previously toxic Sinn Fein party in this month’s election."
/city/hyderabad/hyderabad-tops-in-bank-frauds-in-south-india/articleshow/73129405.cms,Hyderabad tops in bank frauds in south India,"In a dubious distinction, Hyderabad has topped in banking frauds in south India. Out of 11 major frauds reported in 2019, seven cases have its origins in Hyderabad. Bengaluru and Chennai have two such cases each, according to a CBI data."
https://www.nytimes.com/2003/04/27/business/personal-business-diary-identity-theft-potential-and-real.html,"Identity Theft, Potential and Real","Fifty-one percent of respondents in Star Systems survey report that they are concerned about identity theft, and almost three-fourths say they are willing to provide government-issued photo identification card for certain financial transactions; F..."
https://www.nytimes.com/video/sports/100000003733411/fifas-valcke-on-10-million-transfer.html,FIFA’s Valcke on $10 Million Transfer,"Jérôme Valcke, the secretary general of FIFA, on Wednesday dismissed allegations of wrongdoing over $10 million in bank transactions at a news conference in Samara, Russia."
https://www.nytimes.com/2000/10/14/nyregion/for-corzine-the-confidential-has-become-political.html,"For Corzine, the Confidential Has Become Political",Analysis of Jon S Corzine's decision not to release his income tax returns as major issue in his Senate race in New Jersey; those familiar with Wall Street's routine secrecy find nothing implausible or unusual about his confidentiality accord with...
https://www.nytimes.com/2010/02/12/technology/12code.html,Programmer Indicted in Theft of Goldman Software,Sergey Aleynikov is accused of stealing the software that Goldman Sachs uses to make rapid-fire trades in the financial markets.
https://www.nytimes.com/2018/12/08/us/politics/trump-mueller-cohen-manafort.html,Prosecutors Effectively Accuse Trump of Defrauding Voters. What Does It Mean?,"President Trump’s lawyer minimized the importance of any potential campaign finance violations, but Democrats said they could potentially lead to impeachment."
https://schott.blogs.nytimes.com/2010/05/26/click-laundering/,Click Laundering,A sophisticated form of “click fraud” wherein bogus ad-revenue-generating Web-link “clicks” are disguised to appear as legitimate online enquiries.
/city/bhubaneswar/two-ex-bank-staff-arrested-for-loan-fraud-of-1-96-crore-in-odisha/articleshow/72158411.cms,Two ex-bank staff arrested for loan fraud of 1.96 crore in Odisha,The economic offences wing (EOW) of the Crime Branch here on Wednesday arrested two former employees of the Syndicate Bank's Burla branch in Sambalpur district for alleged loan fraud of Rs 1.96 crore.
https://www.nytimes.com/2004/07/02/world/arabs-seek-regional-group-to-fight-money-laundering.html,Arabs Seek Regional Group To Fight Money Laundering,Delegates to meeting on terrorist and criminal finance say financial officials from Arab countries are working behind closed doors to create first regional organization in Middle East and North Africa to fight money laundering; organization could ...
https://www.nytimes.com/2009/12/13/your-money/13haggler.html,What Charges Lurk on the Phone Bill,"The Haggler spends several days tracking down a small charge on a Verizon bill, taking a journey into the murky world of what may or may not be “cramming.”"
https://www.nytimes.com/2010/10/01/business/01mortgage.html,Foreclosures Slow as Document Flaws Emerge,Evictions are expected to slow as officials look into questionable foreclosure methods revealed by two big home lenders.
https://www.nytimes.com/2006/03/15/business/spitzer-sues-hr-block-saying-account-fees-were-deceptive.html,"Spitzer Sues H&R Block, Saying Account Fees Were Deceptive",New York's attorney general asserted that the company did not properly disclose the high fees of a retirement savings account.
https://www.nytimes.com/2002/10/18/business/enron-trader-pleads-guilty-to-conspiracy.html,Enron Trader Pleads Guilty To Conspiracy,"Enron Corp former senior trader Timothy N Belden pleads guilty to engaging in conspiracy that illegally manipulated California power market during state's energy crisis, driving up prices and generating millions of dollars in excess profits for hi..."
https://www.nytimes.com/2002/02/06/business/irish-bank-says-it-may-have-been-hit-by-750-million-fraud.html,Irish Bank Says It May Have Been Hit by $750 Million Fraud,"Allied Irish Banks, the Republic of Ireland's largest bank, said on Wednesday it had uncovered a suspected $750 million fraud at a U.S. subsidiary."
https://www.nytimes.com/2006/06/29/business/technology/world-business-briefing-asia-india-bank-employee.html,World Business Briefing | Asia: India: Bank Employee Charged in Theft,"Police in Bangalore, India, arrest Nadeem Kashmiri, employee of back-office unit of HSBC, British bank, on charges of stealing customers' confidential debit card data and helping defraud them of about $425,000 (S)"
https://www.nytimes.com/2020/02/27/us/college-admissions-william-singer-notes.html,Ringleader of Admissions Scandal Said Investigators Told Him to Lie,"While cooperating with federal agents, William Singer took notes saying that they instructed him to tell his clients that payments were bribes, not donations."
https://www.nytimes.com/2020/05/28/technology/clearview-ai-privacy-lawsuit.html,A.C.L.U. Accuses Clearview AI of Privacy ‘Nightmare Scenario’,"The facial recognition start-up violated the privacy of Illinois residents by collecting their images without their consent, the civil liberties group says in a new lawsuit."
https://www.nytimes.com/2010/02/19/arts/music/19ticket.html,Ticketmaster Reaches Settlement on Complaints of Deceptive Sales,The Federal Trade Commission said that customers paid for expensive tickets that never existed.
https://www.nytimes.com/2005/12/15/business/report-says-exaig-chief-defrauded-foundation-35-years-ago.html,Report Says Ex-A.I.G. Chief Defrauded Foundation 35 Years Ago,"New York State Atty Gen Eliot Spitzer submits report as part of his lawsuit against American International Group's former chief executive, Maurice R Greenberg, contending that Greenberg unfairly enriched himself and other AIG executives in series ..."
https://dealbook.nytimes.com/2009/08/25/woman-charged-in-professional-football-ponzi-scheme/,Woman Charged in Professional Football Ponzi Scheme,Federal prosecutors have charged a woman who once advised Michael Vick and several other football players with stealing $3 million from eight victims in a Ponzi scheme.
https://www.nytimes.com/2004/09/09/business/homestore-guilty-pleas.html,Homestore Guilty Pleas,"Clayton Chan, former Homestore vice president, and Geoffrey Infeld, former salesman, will plead guilty to charges they participated in fraudulent transactions to inflate company's advertising revenue; former employees Gregory Antoniono also agrees..."
https://carpetbagger.blogs.nytimes.com/2009/04/24/fbi-tracks-cyber-forgery-of-celebrity-tip-sheet-for-paparazzi/,FBI Tracks Cyber-Forgery of Celebrity Tip Sheet for Paparazzi,The FBI is trying to find out who sent out an apparently bogus version of a tip sheet for reporters and paparazzi.
https://www.nytimes.com/2005/07/29/business/manager-at-merrill-branch-pleads-guilty-to-tampering.html,Manager at Merrill Branch Pleads Guilty to Tampering,"A former Merrill Lynch compliance officer pleaded guilty yesterday to charges of conspiring to tamper with a witness in an industrywide investigation into how information on Wall Street trading desks is shared.      The compliance officer, Benjami..."
https://www.nytimes.com/2008/02/26/washington/26scotus.html,Justices Weigh if Cash Hidden Is Cash Laundered,The Supreme Court appeared ready to reject the government’s expansive definition of the term “money laundering” on Monday.
https://www.nytimes.com/2001/11/16/nyregion/metro-briefing-new-jersey-newark-4-accused-of-money-laundering.html,Metro Briefing | New Jersey: Newark: 4 Accused Of Money-Laundering,"Federal prosecutors charge Mohammad Razzaque Pal, Azam Hayat Khan, Shahid Khawaja and Anita Saeed Khawaja of defrauding Medicaid of more than $2.5 million, then laundering money through bank accounts in New Jersey (S)"
https://dealbook.nytimes.com/2009/01/27/in-india-clues-unfold-to-a-frauds-framework/,"In India, Clues Unfold to a Fraud’s Framework","How did B. Ramalinga Raju, the chairman of one of India’s largest information technology companies, carry out the biggest financial fraud in this country’s history? Apparently it does take a village."
https://www.nytimes.com/2012/02/25/nyregion/imitation-apple-iphones-become-more-common.html,"An iPhone That’s Cheaper, but Fake",Counterfeiting of Apple products seems to be on the rise.
https://dealbook.nytimes.com/2009/08/05/asset-freeze-holds-for-now-in-michigan-ponzi-case/,"Asset Freeze Holds, for Now, in Michigan Ponzi Case","A lawyer pleaded with a judge to carve out a $3,000 allowance for a Michigan money manager whose assets were frozen after federal regulators accused him of squandering millions of dollars of his clients’ money on a lavish lifestyle."
https://www.nytimes.com/interactive/2015/08/11/business/dealbook/document-additional-charges-in-insider-trading-scheme.html,Additional Charges in Insider Trading Scheme,A federal grand jury in Brooklyn charged four people with using stolen news releases to profit on information before it was made public.
https://www.nytimes.com/2009/11/20/opinion/20fri3.html,A Gift to Credit Card Companies,A Senate bill to move up the effective date of the law protecting consumers from predatory actions by the credit card industry should have become law already.
https://dealbook.nytimes.com/2007/11/07/brazil-raids-banks-in-money-laundering-probe/,Brazil Raids Banks in Money Laundering Probe,"Police detained 19 people Tuesday for allegedly taking part in a scheme to help large Brazilian companies evade taxes by laundering money through UBS, Credit Suisse and the American International Group."
https://dealbook.nytimes.com/2010/12/14/goldman-pushes-back-over-bear-stearns-charges/,Goldman Pushes Back on Bear Stearns Charges,Goldman Sachs has denied that it sparked the collapse of two Bear Stearns hedge funds by lowering the valuation of their subprime assets.
https://www.nytimes.com/2020/05/10/us/online-testing-cheating-universities-coronavirus.html,Keeping Online Testing Honest? Or an Orwellian Overreach?,"The rise of proctoring software to deter cheating alarms privacy advocates. Some students and professors find it invasive, too."
https://www.nytimes.com/2007/04/24/washington/24brfs-ssn.html,Officials Revise Scope of Numbers Breach,"The Agriculture Department has again lowered the number of people whose Social Security numbers were disclosed in a public database posted on the Census Bureau’s Web site. The department, which was alerted to the problem two weeks ago, now says ab..."
/city/kolhapur/rs-34-lakh-siphoned-off-from-6-bank-accounts-of-a-company/articleshow/74542698.cms,Rs 34 lakh siphoned off from 6 bank accounts of a Kolhapur company,The cybercrime police have registered a case against an unidentified person for siphoning off Rs 34 lakh from six bank accounts of a company through 20 transactions.
https://dealbook.nytimes.com/2010/11/01/japan-watchdog-said-to-check-brokers-compliance/,Japan’s Regulator Said to Check Suspicious Trading,Japan’s securities industry regulator is conducting interviews with brokerages in connection with suspicious trading ahead of new share offers.
https://www.nytimes.com/2005/11/22/opinion/the-battle-against-fraud.html,The Battle Against Fraud,Editorial finds it sad just how predictable it was that reconstruction of Iraq would be marred by fraud; predicts case against former occupation official Robert Stein Jr will be only the first and says there must be accountability higher up for ba...
https://cityroom.blogs.nytimes.com/2008/12/08/blogs/08cityroom-lawyer-f5341.html,"Lawyer Faces U.S. Fraud Charges, Too","Marc S. Dreier, who was arrested last week in Toronto for impersonating the legal adviser to a pension fund, was arrested by U.S. authorities on fraud charges when he returned to New York."
https://www.nytimes.com/2001/08/17/us/children-are-prey-in-a-medicaid-dental-scheme.html,Children Are Prey in a Medicaid Dental Scheme,"Prosecutors say recruiters in Florida's poorest neighborhoods have delivered thousands of children to dentists, often without parent's knowledge or consent, for unnecessary and sometimes improper care in multimillion-dollar scheme to defraud Medic..."
https://www.nytimes.com/2001/10/11/business/deutsche-bank-s-negotiations-for-a-korean-bank-collapse.html,Deutsche Bank's Negotiations For a Korean Bank Collapse,Talks between South Korean government and Deutsche Bank about sale of SeoulBank end after government refuses to take on additional bad loans; Korea Deposit Insurance Corp says next step will be to seek Korean buyer or to consign bank to government...
https://www.nytimes.com/2012/02/07/business/docx-faces-foreclosure-fraud-charges-in-missouri.html,Company Faces Forgery Charges in Mo. Foreclosures,"The charges against DocX, which provided home foreclosure services to lenders across the nation, are one of the few criminal actions to follow reports of widespread improprieties against homeowners."
https://www.nytimes.com/2010/09/11/business/11fraud.html,Guilty Plea in Fraud by Adviser to Stars,"The adviser, Kenneth I. Starr, admitting that he cheated wealthy and elderly clients out of tens of millions of dollars."
https://www.nytimes.com/2019/11/28/us/politics/student-loan-forgiveness.html,Broken Promises and Debt Pile Up as Loan Forgiveness Goes Astray,A federal loan forgiveness program made a promise to students: Stick with your vital but low-wage professions and your debts will be wiped clean. Then they weren’t.
https://www.nytimes.com/2006/09/01/nyregion/01mbrfs-004.html,Brooklyn: Man Charged With Identity Thefts,"A Brooklyn man has been indicted on charges of using other people’s credit cards to make purchases and cash withdrawals of more than $67,000, prosecutors said yesterday. The man, Kevin Griffith, 27, is charged on 211 counts, including grand larcen..."
https://www.nytimes.com/2006/06/14/business/charges-called-for-in-option-schemes.html,Charges Called for in Option Schemes,"Senator Charles E Grassley, chairman of Senate Finance Committee, says executives guilty of manipulating stock option grants should be prosecuted to fullest extent of law; asks Justice Department to outline actions prosecutors are taking against c..."
https://dealbook.nytimes.com/2013/10/15/jpmorgan-said-to-reach-deal-with-trading-regulator/,JPMorgan Expected to Admit Fault in ‘London Whale’ Trading Loss,"Aside from admitting some wrongdoing, the bank is expected to pay about $100 million to resolve the case with Commodity Futures Trading Commission as soon as this week."
/city/mumbai/no-lockdown-relief-to-pmc-banks-ex-director-as-magistrate-denies-interim-bail/articleshow/75162540.cms,No lockdown relief to PMC Bank's ex-director as magistrate denies interim bail,"The Esplanade court in Mumbai on Wednesday refused to grant interim bail during the Covid-19 lockdown to Jasvinder Singh Banwait, the ex-director of PMC Bank and one of the accused in the bank fraud case."
https://gadgetwise.blogs.nytimes.com/2012/03/14/58049/,An App for Watching for Personal Data Breaches,"AllClear ID, an identity protection service that scans the Internet for stolen information, will offer a free app for the iPhone and iPad to alert users when their personal or financial records have been compromised. The app alerts users if their ..."
https://dealbook.nytimes.com/2014/02/21/credit-suisse-admits-wrongdoing-in-s-e-c-case/,Credit Suisse Admits Guilt in Settling With S.E.C.,The bank also paid $196 million to settle charges that it advised clients in the United States without first registering with the Securities and Exchange Commission.
https://www.nytimes.com/2018/05/03/nyregion/immigrants-lawyers-defrauded-deportation.html,Immigrants Claim Lawyers Defrauded Them and They May Be Deported,"In a lawsuit, undocumented immigrants say they thought they were applying for green cards, but their lawyers filed papers for asylum and put them in danger of being removed."
/city/kolhapur/4-booked-for-during-shetkari-sangh-of-rs-36cr/articleshow/73530596.cms,Kolhapur: 4 booked for duping Shetkari Sangh of Rs 36 crore,"Police have booked four employees, including the branch manager of the Shirol branch of Shetkari Sahakari Sangh, for duping the institution of Rs 36 crore by forging documents."
https://www.nytimes.com/2015/08/06/nyregion/real-estate-investment-aided-by-ponzi-scheme-could-recoup-victims-money.html,Real Estate Investment Aided by Ponzi Scheme Could Recoup Victims’ Money,"Two men tricked investors out of $96 million, diverting it to a Long Island resort. But in a twist that stands to help their victims, that investment now looks like a winner."
