url,title,summary
https://www.nytimes.com/2007/07/02/technology/02spam.html,A Web Cadre Turns the Tables on African Scam Artists,"For some, replying to Internet scams is a rewarding hobby. They call themselves scam-baiters, and they have started taking justice into their own hands."
https://www.nytimes.com/2018/05/09/business/media/matt-lauer-nbc-investigation.html,NBC Investigation Finds No Wrongdoing in Handling of Matt Lauer Case,The in-house investigation “found no evidence” that anyone in authority at NBC News or the “Today” show received complaints about Mr. Lauer until days before he was fired.
https://www.nytimes.com/2014/09/23/arts/television/in-person-of-interest-scattered-protagonists-return.html,"Cyberheroes in Disguise, Toiling at Dull Day Jobs","As Season 4 of “Person of Interest” opens, the show’s scattered surveillance agents have been forced to assume new names and take workaday jobs."
https://www.nytimes.com/2003/01/05/weekinreview/ideas-trends-hacking-away-long-before-there-were-hackers.html,"Ideas & Trends; Hacking Away, Long Before There Were Hackers","Frank Abagnale Jr, teenage con artist who cashed millions of dollars in fake checks while impersonating various professionals in 1960's and is now subject of movie Catch Me if You Can, discussed as forerunner of today's computer hackers; he learne..."
/city/lucknow/smoggy-kanpur-lucknow-most-polluted-in-country/articleshow/72285356.cms,"Smoggy Kanpur, Lucknow most polluted in country","The air quality improved in many parts of the state, but continued to be unhealthy in central UP with Kanpur and Lucknow being the most polluted in the country on Thursday."
https://www.nytimes.com/2000/10/08/opinion/liberties-west-wing-chaperone.html,Liberties; West Wing Chaperone,"Maureen Dowd Op-Ed column reports that vice presidential debate has left her caught up in vanilla gust of approval for Dick Cheney, unrepentant insider's insider who blanches at gauzy handling and is preternaturally placid; finds him refreshing ch..."
https://www.nytimes.com/video/multimedia/100000001170561/timescast--november-14-2011.html,"TimesCast | November 14, 2011",The Supreme Court agrees to hear a health care overhaul law challenge; police raid the Occupy Oakland protest; and one police officer accused of infiltrating that protest says he supports it.
https://www.nytimes.com/2011/06/09/business/09debit.html,Banks Defeated in Senate Vote on Debit Card Fees,"The Senate rejected a delay on regulations over debit card fees, essentially leaving it to the Federal Reserve to limit the fees that stores pay banks."
/business/india-business/salesforce-announces-new-50-million-consultant-trailblazer-fund/articleshow/72054561.cms,Salesforce announces new $50 million consultant trailblazer fund,The fund will help in creating millions of jobs in the next few years as the companies accelerate their digital transformations.
https://www.nytimes.com/2020/03/23/business/media/coronavirus-local-news.html,Local News Outlets Dealt a Crippling Blow by This Biggest of Stories,Layoffs. Canceled print editions. Weekly papers and small dailies across the country face peril as the coronavirus cuts off ads and live events.
https://krugman.blogs.nytimes.com/2011/04/08/reform-real-and-fake/,"Reform, Real and Fake","To address health care costs, address health care costs."
https://www.nytimes.com/2003/02/03/opinion/investigation-of-a-tragedy.html,Investigation of a Tragedy,"Editorial says nation must gird itself for searching inquiry into just what happened to space shuttle Columbia, and why; says this tragedy, like that which befell Challenger in 1986, requires aggressive, no-holds-barred inquiry by presidential com..."
https://www.nytimes.com/2014/02/13/opinion/mr-de-blasios-welcoming-gesture.html,Mr. de Blasio’s Welcoming Gesture,"Offering an identification card to all New York City residents, regardless of legal status, is a brilliant idea."
https://www.nytimes.com/2014/02/25/arts/music/customizing-a-mash-up.html,Customizing a Mash-Up,"The Metropolitan Opera’s revival of its popular pasticcio “The Enchanted Island” features a pair of substitute arias tailored to its stars, Plácido Domingo and Susan Graham."
https://www.nytimes.com/interactive/2020/06/06/business/economy/high-unemployment-few-coronavirus-cases.html,A Striking Disconnect on the Virus: Economic Pain With Little Illness,"In corners of the U.S. facing financial ruin, but where the coronavirus hasn’t arrived in full, an analysis of economic and infection data helps explain why some see reopening as long overdue."
https://www.nytimes.com/2020/01/30/theater/uncle-vanya-harold-pinter-theater.html,When Every Player Gets a Moment,"In three London productions with great ensemble casts, all the actors receive their due."
/city/madurai/reports-on-steps-taken-to-save-thamirabarani-river-submitted/articleshow/74681802.cms,Reports on steps taken to save Thamirabarani river submitted,The Tirunelveli and Tuticorin district collectors submitted reports before the Madras high court with regard to the steps taken to safeguard Thamirabarani river.
https://www.nytimes.com/2020/05/05/technology/california-uber-lyft-lawsuit.html,"California Sues Uber and Lyft, Claiming Workers Are Misclassified",The ride-hailing companies are accused of defying a new state law that says gig workers should be treated as employees.
/city/kochi/petrol-pumps-come-under-pollution-board-scanner/articleshow/74542492.cms,Petrol pumps come under pollution board scanner,It is not just the new petrol pumps that would have to toe the line drawn by the pollution control board as part of making them comply with environmental laws.
https://www.nytimes.com/2000/02/20/weekinreview/february-13-19-indonesian-investigation.html,Indonesian Investigation,"After a two-week verbal standoff, Indonesia's President Abdurrahman Wahid removed Wiranto, his most prominent general, from his cabinet pending the outcome of an investigation of his involvement in atrocities in East Timor. Despite fears of violence or a military coup, the general went quietly, accepting his suspension with a smile and stating his obedience to civilian authority. SETH MYDANS"
https://www.nytimes.com/2018/07/26/opinion/new-york-post-disabilities-wheelchairs.html,A Front-Page Insult to People With Disabilities,"A New York Post cover story advances the harmful notion that if someone can walk, they must not have a disability."
/home/education/news/gate-2020-application-process-ends-today-without-late-fee-register-now-appsgate-iitd-ac-in/articleshow/71269876.cms,GATE 2020 application date extended by two days; register now @appsgate.iitd.ac.in,GATE 2020 Application Process ends today without late fee; Register now@ appsgate.iitd.ac.in
https://www.nytimes.com/2018/05/16/us/politics/trump-undocumented-immigrants-animals.html,Trump Calls Some Unauthorized Immigrants ‘Animals’ in Rant,"The president unspooled a lengthy diatribe before TV cameras, warning that dangerous people were clamoring to breach the United States’ borders and castigating Mexico."
https://pogue.blogs.nytimes.com/2009/02/23/blogs/23pogue-facebook671.html,"Facebook, Finder of Wallet Owners","When 411 and other means fail, Facebook comes through."
https://tmagazine.blogs.nytimes.com/2014/09/10/new-york-fashion-week-spring-summer-2015-gingham-trend-altuzarra-oscar-de-la-renta-diane-von-furstenberg/,Gingham Checks In on the New York Runways,"At Altuzarra, Oscar de la Renta and Diane von Furstenberg, the sweet, summery pattern packed a graphic punch in black and white."
https://www.nytimes.com/2020/01/30/movies/jose-review.html,‘José’ Review: Coming of Age Gay in Guatemala,A teenager uses online romantic connections to escape the oppression of his hometown.
https://www.nytimes.com/2018/11/16/us/junot-diaz-pulitzer-board.html,Junot Díaz Remains on Pulitzer Board After Review of Misconduct Allegations,The Pulitzer Prize board said it “did not find evidence warranting removal” of Mr. Díaz after a five-month inquiry into sexual misconduct accusations.
https://www.nytimes.com/2020/03/23/upshot/coronavirus-obamacare-marketplaces-reopen.html,Eleven States Now Letting Uninsured Sign Up for Obamacare,More coronavirus care will be covered in many states. Federal officials are considering similar action for the state markets they run.
https://gadgetwise.blogs.nytimes.com/2012/09/19/qa-customize-folders-in-windows-7/,Q&A: Customize Folders in Windows 7,Folders in Windows 7 can be customized in a variety of ways.
/city/jaipur/24-dead-4-injured-as-bus-falls-into-river-in-rajasthans-bundi/articleshow/74313792.cms,24 killed as bus falls into river in Rajasthan’s Bundi,"At least 24 people, including 10 women and 3 children, were killed when the private bus they were travelling in fell into Maiz river on Kota-Dausa mega highway in Bundi district early on Wednesday. The bus was ferrying a wedding party."
https://www.nytimes.com/2020/01/08/books/review/help-desk-judith-newman.html,You’re Not Going to Kill Them With Kindness. You’ll Do Just the Opposite.,Four new books show how being nice — and being on the receiving end of thoughtfulness — will drastically improve life for all involved.
https://www.nytimes.com/2010/05/25/your-money/credit-and-debit-cards/25cards.html,"Credit Card Database Is Heroic, and Mystifying","The Federal Reserve’s database contains about 1,000 card agreements from more than 300 issuers, in very technical language."
https://www.nytimes.com/2003/11/09/travel/travel-advisory-smithsonian-reopening-mammal-wing.html,Smithsonian Reopening Mammal Wing,"Smithsonian's National Museum of Natural History in Washington, DC, is set to open newly renovated west wing, Kenneth E Behring Family Hall of Mammals (M)"
https://www.nytimes.com/2016/05/11/travel/when-suspicious-activity-on-flights-really-isnt.html,When ‘Suspicious’ Activity on Flights Really Isn’t,A recent incident in which a professor was questioned after a fellow passenger expressed unease has prompted criticism about racial profiling.
https://dealbook.blogs.nytimes.com/2009/07/23/blogs/23dealbook-internat92123.html,International Venture Investments Tumble,"Venture capital investments at the international level continued to slow in the second quarter of 2009, according to new data from Dow Jones VentureSource."
https://www.nytimes.com/2006/01/15/nyregion/the-problem-of-illegal-guns.html,The Problem of Illegal Guns,"Although homicides reported in New York City last year reached their lowest level since 1963, two killings of police officers late in the year raised public awareness of the problem of illegal guns on the city's streets. In his inaugural address o..."
https://www.nytimes.com/2007/06/21/nyregion/21mbrfs-mother.html,Bronx: Woman Guilty in Son’s Death,"A Bronx mother has pleaded guilty to manslaughter for failing to obtain medical attention for her 4-year-old son after he was beaten by her live-in boyfriend, prosecutors said yesterday. The mother, Aleshia Smith, 28, admitted in State Supreme Cou..."
https://learning.blogs.nytimes.com/2012/08/30/gangs-truce-in-el-salvador/,Gangs’ Truce in El Salvador,Why do you think people join gangs and take part in violence?
https://www.nytimes.com/2007/11/27/technology/27ebay.html,Tiffany and eBay in Fight Over Fakes,"A lawsuit by Tiffany & Company, which claims that eBay enables the trading of counterfeit items, could threaten the online marketplace’s business model."
https://www.nytimes.com/2014/03/15/business/media/judge-refuses-to-alter-pandoras-payments-to-songwriters.html,Judge Refuses to Alter Pandora’s Payments to Songwriters,"The decision to leave unchanged the streaming music service’s royalties to the American Society of Composers, Authors and Publishers may lead to efforts to overhaul government music-licensing regulation."
https://www.nytimes.com/2013/05/17/world/europe/frenchman-staves-off-extradition-in-50-million-diamond-theft.html,Frenchman Staves Off Extradition in Diamond Theft,"Lawyers for Marc Bertoldi, owner of a luxury car business, argued that the Belgian authorities had not spelled out his precise role in the $50 million theft in February."
https://gadgetwise.blogs.nytimes.com/2011/06/07/qa-poisoned-pictures-on-the-web/,Q&A: Poisoned Pictures on the Web,Security researchers have found thousands of photos from searches within the Google Images site that have been infected with malicious code. Here’s what to do to avoid them.
https://www.nytimes.com/slideshow/2012/07/15/fashion/20120715-ORCHIDS.html,Custom Hybrid Cattleyas,"Michelle Obama, Sarah Jessica Parker, Priscilla Presley, Carla Bruni-Sarkozy, Martha Stewart and Elton John have all had cattleyas named for them by various breeders."
https://www.nytimes.com/2020/04/20/business/media/australia-facebook-google.html,Australia Moves to Force Google and Facebook to Compensate Media Outlets,"The decision, announced after talks on a voluntary system stalled, is part of a global push to save local news organizations."
https://www.nytimes.com/2000/01/25/nyregion/at-hearing-longshoremen-and-environmentalists-clash-over-dumping.html,"At Hearing, Longshoremen and Environmentalists Clash Over Dumping","Small group of environmentalists that is seeking to stop dumping of dredged material into ocean off Sandy Hook squares off raucously with more than 2,000 angry longshoremen, who turn out in support of four-year-old agreement crucial to port jobs; ..."
https://www.nytimes.com/2015/11/08/opinion/sunday/sex-lies-and-houston.html,"Sex, Lies and Houston",I know the pain of being reduced to a cruel caricature. Don’t you?
https://goal.blogs.nytimes.com/2009/11/02/soccernomics/,"Lies, Damn Lies, Statistics and ‘Soccernomics’","In their new book, “Soccernomics,” to be published in the United States on Tuesday, the author Simon Kuper and the economist Stefan Szymanski do for soccer what “Moneyball” did for baseball."
https://www.nytimes.com/2007/09/30/opinion/nyregionopinions/NJdrugs-1.html,Ditch These Drug Laws,"Not only have the state’s misguided drug laws not solved its drug problem, but they have been counterproductive and terribly unfair. "
https://artsbeat.blogs.nytimes.com/2009/02/03/ponzis-scheme-the-musical/,‘Ponzi’s Scheme': The Musical?,The producer Jean Doumanian is developing the non-fiction book “Ponzi’s Scheme” into a musical.
https://www.nytimes.com/2005/08/14/arts/television/no-false-idols-on-this-show.html,No False Idols on This Show,"On Thursday, aspiring pop stars will begin lining up in San Francisco to audition for the fifth season of Fox's ''American Idol.'' Meanwhile, another group of singers, who might claim to answer a slightly higher calling, will be in Dallas this wee..."
https://www.nytimes.com/2009/09/22/science/22obwing.html,Wing Design Is Behind Added Lift for Locusts,"With insect wings, as with so much in life, it’s the details that count."
https://www.nytimes.com/2017/01/25/opinion/the-candidates-for-a-stolen-seat.html,The Candidates for a Stolen Seat,"Not surprisingly, President Trump’s list of possible Supreme Court nominees will hearten conservatives and anger liberals."
https://www.nytimes.com/2008/05/26/business/media/26redlasso.html,"Bringing TV Clips to Blogs, a Site Runs Afoul of Networks","Web start-up Redlasso.com thought its strategy for uploading television clips would make networks eager to sell ads on its site. On the contrary, networks want it to stop."
https://www.nytimes.com/2009/09/27/movies/27alme.html,Stepping Into the Skates of the Director,"“Whip It,” Drew Barrymore’s directorial debut, prizes feminine self-possession while also relishing the idea of life played out as unapologetic performance."
https://www.nytimes.com/2020/02/06/world/middleeast/israel-violence-trump-mideast-plan.html,Violence Surges in Wake of Trump’s Mideast Plan,"Clashes, shootings and a vehicle attack erupt in the West Bank and Jerusalem, killing Palestinians and wounding Israeli soldiers."
https://www.nytimes.com/2002/01/14/business/media-cash-with-strings-for-documentaries.html,"Cash, With Strings, for Documentaries","Most of documentaries competing at Sundance Film Festival, Park City, Utah, were either made by or for PBS or HBO or will likely end up on of those television networks; Independent Television Service, financed by Corporation for Public Broadcastin..."
https://www.nytimes.com/2020/03/25/us/politics/whats-in-coronavirus-stimulus-bill.html,5 Key Things in the $2 Trillion Coronavirus Stimulus Package,"The largest economic stimulus measure in modern history would authorize direct payments to taxpayers and loans to small businesses, and create a $500 billion corporate bailout fund."
https://www.nytimes.com/2004/07/13/nyregion/man-accused-of-infiltrating-computer-at-verizon.html,Man Accused Of Infiltrating Computer At Verizon,"William Quinn of Eastchester, NY, is charged with infiltrating Verizon internal computer, forcing company to retool its security system; will plead not guilty (M)"
/gadgets-news/qualcomm-snapdragon-768g-with-5g-support-launched/articleshow/75671751.cms,Qualcomm Snapdragon 768G with 5G support launched,"US-based chip-maker Qualcomm has launched a new processor — Snapdragon 768G — today. The newly launched chipset is being touted as an upgraded version of the Snapdragon 765G, which was launched in December at the company’s annual conference called Snapdragon Tech Summit, along with the Snapdragon 765 and the flagship SoC for 2020 — Snapdragon 865."
/gadgets-news/realme-tv-and-realme-watch-to-launch-in-india-on-may-19/articleshow/75756575.cms,Realme TV and Realme Watch to launch in India on May 19,Realme is all set to launch its first smartwatch and TV and in India. The company has announced that it will launch the Realme smartwatch and TV on May 25. The company will be live streaming the event on its social media channels at 12.30 pm.
https://www.nytimes.com/2007/08/16/world/asia/17kazak_side.html,Translation of the Document,"The following is a translation of what appears to be a memo under the letterhead of the Committee for National Security, the Kazakh intelligence service, to President Nursultan A. Nazarbayev outlining steps agents took in the 2005 presidential elections to influence the judgments of international election observers and public opinion. The document was passed to European diplomats this summer from a source with connections to Kazakh intelligence. Its authenticity could not be determined, and a Kazakh diplomat in Washington called it a ""fake."" The document was translated by a diplomat in Europe."
https://www.nytimes.com/2020/05/31/opinion/hurricane-season-coronavirus.html,Hurricane Season Collides With the Coronavirus,This year Floridians will have to weigh what is more dangerous — a storm or the virus.
